#nanoseconds	topic	value
1500000000000	eplus_control/controller_house_6_4_thermostat_controller_cooling_setpoint	72.22694073243342
1500000000000	eplus_control/controller_house_6_5_thermostat_controller_cooling_setpoint	72.37996099180715
1500000000000	eplus_control/controller_house_6_6_thermostat_controller_cooling_setpoint	72.40660873757764
1500000000000	eplus_control/controller_house_6_7_thermostat_controller_cooling_setpoint	72.84968116485928
1500000000000	eplus_control/controller_house_6_8_thermostat_controller_cooling_setpoint	71.05895899489548
1500000000000	eplus_control/controller_house_6_9_thermostat_controller_cooling_setpoint	71.53928157450511
1500000000000	eplus_control/controller_house_6_10_thermostat_controller_cooling_setpoint	72.68000800049681
1500000000000	eplus_control/controller_house_6_11_thermostat_controller_cooling_setpoint	72.38651857992991
1500000000000	eplus_control/controller_house_6_12_thermostat_controller_cooling_setpoint	71.67179218443741
1500000000000	eplus_control/controller_house_7_1_thermostat_controller_cooling_setpoint	72.28047369108322
1500000000000	eplus_control/controller_house_7_2_thermostat_controller_cooling_setpoint	71.14628634009703
1500000000000	eplus_control/controller_house_7_3_thermostat_controller_cooling_setpoint	72.50554092583981
1500000000000	eplus_control/controller_house_7_4_thermostat_controller_cooling_setpoint	72.06061872164236
1500000000000	eplus_control/controller_house_7_5_thermostat_controller_cooling_setpoint	72.38372960949258
1500000000000	eplus_control/controller_house_7_6_thermostat_controller_cooling_setpoint	71.86785053983297
1500000000000	eplus_control/controller_house_7_7_thermostat_controller_cooling_setpoint	72.14385710557819
1500000000000	eplus_control/controller_house_7_8_thermostat_controller_cooling_setpoint	72.35339166841922
1500000000000	eplus_control/controller_house_7_9_thermostat_controller_cooling_setpoint	72.11678615217181
1500000000000	eplus_control/controller_house_7_10_thermostat_controller_cooling_setpoint	72.63909269000018
1500000000000	eplus_control/controller_house_7_11_thermostat_controller_cooling_setpoint	71.88226489277778
1500000000000	eplus_control/controller_house_7_12_thermostat_controller_cooling_setpoint	72.19781289543779
1500000000000	eplus_control/controller_house_8_1_thermostat_controller_cooling_setpoint	71.13433491365548
1500000000000	eplus_control/controller_house_8_2_thermostat_controller_cooling_setpoint	71.35510858818506
1500000000000	eplus_control/controller_house_8_3_thermostat_controller_cooling_setpoint	72.0698490655771
1500000000000	eplus_control/controller_house_8_4_thermostat_controller_cooling_setpoint	72.41261253245574
1500000000000	eplus_control/controller_house_8_5_thermostat_controller_cooling_setpoint	72.12552866744143
1500000000000	eplus_control/controller_house_8_6_thermostat_controller_cooling_setpoint	72.67685362127989
1500000000000	eplus_control/controller_house_8_7_thermostat_controller_cooling_setpoint	71.64956920108453
1500000000000	eplus_control/controller_house_8_8_thermostat_controller_cooling_setpoint	72.80436384385378
1500000000000	eplus_control/controller_house_8_9_thermostat_controller_cooling_setpoint	72.10692387002236
1500000000000	eplus_control/controller_house_8_10_thermostat_controller_cooling_setpoint	71.09884017555903
1500000000000	eplus_control/controller_house_8_11_thermostat_controller_cooling_setpoint	71.2965931897155
1500000000000	eplus_control/controller_house_8_12_thermostat_controller_cooling_setpoint	72.10306682805249
1500000000000	eplus_control/controller_house_9_1_thermostat_controller_cooling_setpoint	72.14205786832012
1500000000000	eplus_control/controller_house_9_2_thermostat_controller_cooling_setpoint	72.02528552115979
1500000000000	eplus_control/controller_house_9_3_thermostat_controller_cooling_setpoint	72.48613142191721
1500000000000	eplus_control/controller_house_9_4_thermostat_controller_cooling_setpoint	72.91695671733127
1500000000000	eplus_control/controller_house_9_5_thermostat_controller_cooling_setpoint	71.9982948659206
1500000000000	eplus_control/controller_house_9_6_thermostat_controller_cooling_setpoint	72.10960797864581
1500000000000	eplus_control/controller_house_9_7_thermostat_controller_cooling_setpoint	72.64512787113377
1500000000000	eplus_control/controller_house_9_8_thermostat_controller_cooling_setpoint	72.12734625481394
1500000000000	eplus_control/controller_house_9_9_thermostat_controller_cooling_setpoint	71.81651128473726
1500000000000	eplus_control/controller_house_9_10_thermostat_controller_cooling_setpoint	72.31884270139456
1500000000000	eplus_control/controller_house_9_11_thermostat_controller_cooling_setpoint	72.51956216153319
1500000000000	eplus_control/controller_house_9_12_thermostat_controller_cooling_setpoint	71.08777070448627
1500000000000	eplus_control/controller_house_10_1_thermostat_controller_cooling_setpoint	72.04954423924414
1500000000000	eplus_control/controller_house_10_2_thermostat_controller_cooling_setpoint	72.09169998065128
1500000000000	eplus_control/controller_house_10_3_thermostat_controller_cooling_setpoint	72.68380625959303
1500000000000	eplus_control/controller_house_10_4_thermostat_controller_cooling_setpoint	72.45217125700076
1500000000000	eplus_control/controller_house_10_5_thermostat_controller_cooling_setpoint	72.70388962712339
1500000000000	eplus_control/controller_house_10_6_thermostat_controller_cooling_setpoint	71.3155188726044
1500000000000	eplus_control/controller_house_10_7_thermostat_controller_cooling_setpoint	71.4801944787041
1500000000000	eplus_control/controller_house_10_8_thermostat_controller_cooling_setpoint	71.57661748501872
1500000000000	eplus_control/controller_house_10_9_thermostat_controller_cooling_setpoint	72.87846247689897
1500000000000	eplus_control/controller_house_10_10_thermostat_controller_cooling_setpoint	72.78404910510916
1500000000000	eplus_control/controller_house_10_11_thermostat_controller_cooling_setpoint	72.34084760970839
1500000000000	eplus_control/controller_house_10_12_thermostat_controller_cooling_setpoint	72.82025905780553
1500000000000	eplus_control/controller_house_11_1_thermostat_controller_cooling_setpoint	71.7981554534182
1500000000000	eplus_control/controller_house_11_2_thermostat_controller_cooling_setpoint	72.60152296346834
1500000000000	eplus_control/controller_house_11_3_thermostat_controller_cooling_setpoint	72.23655709032253
1500000000000	eplus_control/controller_house_11_4_thermostat_controller_cooling_setpoint	71.352465463169
1500000000000	eplus_control/controller_house_11_5_thermostat_controller_cooling_setpoint	72.90994263766198
1500000000000	eplus_control/controller_house_11_6_thermostat_controller_cooling_setpoint	72.52425581875734
1500000000000	eplus_control/controller_house_11_7_thermostat_controller_cooling_setpoint	72.01326702147621
1500000000000	eplus_control/controller_house_11_8_thermostat_controller_cooling_setpoint	72.4413161809792
1500000000000	eplus_control/controller_house_11_9_thermostat_controller_cooling_setpoint	71.9350277129959
1500000000000	eplus_control/controller_house_11_10_thermostat_controller_cooling_setpoint	71.69116369044785
1500000000000	eplus_control/controller_house_11_11_thermostat_controller_cooling_setpoint	71.37679582458074
1500000000000	eplus_control/controller_house_11_12_thermostat_controller_cooling_setpoint	72.56383478930172
1500000000000	eplus_control/controller_house_12_1_thermostat_controller_cooling_setpoint	72.46615441711299
1500000000000	eplus_control/controller_house_12_2_thermostat_controller_cooling_setpoint	72.37345725806635
1500000000000	eplus_control/controller_house_12_3_thermostat_controller_cooling_setpoint	72.30378946263339
1500000000000	eplus_control/controller_house_12_4_thermostat_controller_cooling_setpoint	71.9407383861205
1500000000000	eplus_control/controller_house_12_5_thermostat_controller_cooling_setpoint	71.6377206031879
1500000000000	eplus_control/controller_house_12_6_thermostat_controller_cooling_setpoint	72.00791136608544
1500000000000	eplus_control/controller_house_12_7_thermostat_controller_cooling_setpoint	71.01806763357915
1500000000000	eplus_control/controller_house_12_8_thermostat_controller_cooling_setpoint	72.23916832931113
1500000000000	eplus_control/controller_house_12_9_thermostat_controller_cooling_setpoint	71.25943126968903
1500000000000	eplus_control/controller_house_12_10_thermostat_controller_cooling_setpoint	72.1939251321427
1500000000000	eplus_control/controller_house_12_11_thermostat_controller_cooling_setpoint	71.55948809219258
1500000000000	eplus_control/controller_house_12_12_thermostat_controller_cooling_setpoint	71.2510649293129
1500000000000	eplus_control/controller_house_13_1_thermostat_controller_cooling_setpoint	72.11125649693757
1500000000000	eplus_control/controller_house_13_2_thermostat_controller_cooling_setpoint	72.81702206128945
1500000000000	eplus_control/controller_house_13_3_thermostat_controller_cooling_setpoint	72.50116540101975
1500000000000	eplus_control/controller_house_13_4_thermostat_controller_cooling_setpoint	72.37947553394936
1500000000000	eplus_control/controller_house_13_5_thermostat_controller_cooling_setpoint	71.44434541678298
1500000000000	eplus_control/controller_house_13_6_thermostat_controller_cooling_setpoint	71.2751291161695
1500000000000	eplus_control/controller_house_13_7_thermostat_controller_cooling_setpoint	71.81711467096794
1500000000000	eplus_control/controller_house_13_8_thermostat_controller_cooling_setpoint	72.99071926830575
1500000000000	eplus_control/controller_house_13_9_thermostat_controller_cooling_setpoint	72.14186274475864
1500000000000	eplus_control/controller_house_13_10_thermostat_controller_cooling_setpoint	72.6119776070988
1500000000000	eplus_control/controller_house_13_11_thermostat_controller_cooling_setpoint	71.42532571286505
1500000000000	eplus_control/controller_house_13_12_thermostat_controller_cooling_setpoint	72.71098055750069
1500000000000	eplus_control/controller_house_14_1_thermostat_controller_cooling_setpoint	71.45805232349899
1500000000000	eplus_control/controller_house_14_2_thermostat_controller_cooling_setpoint	72.07163760537188
1500000000000	eplus_control/controller_house_14_3_thermostat_controller_cooling_setpoint	71.76152362380246
1500000000000	eplus_control/controller_house_14_4_thermostat_controller_cooling_setpoint	72.46290214186779
1500000000000	eplus_control/controller_house_14_5_thermostat_controller_cooling_setpoint	71.51527719606702
1500000000000	eplus_control/controller_house_14_6_thermostat_controller_cooling_setpoint	72.01829690556653
1500000000000	eplus_control/controller_house_14_7_thermostat_controller_cooling_setpoint	71.28166954993858
1500000000000	eplus_control/controller_house_14_8_thermostat_controller_cooling_setpoint	71.35938966976069
1500000000000	eplus_control/controller_house_14_9_thermostat_controller_cooling_setpoint	71.23529427837363
1500000000000	eplus_control/controller_house_14_10_thermostat_controller_cooling_setpoint	71.05994102715663
1500000000000	eplus_control/controller_house_14_11_thermostat_controller_cooling_setpoint	72.8442892479735
1500000000000	eplus_control/controller_house_14_12_thermostat_controller_cooling_setpoint	71.98171382699798
1500000000000	eplus_control/controller_house_15_1_thermostat_controller_cooling_setpoint	71.82430590008775
1500000000000	eplus_control/controller_house_15_2_thermostat_controller_cooling_setpoint	72.39545536624546
1500000000000	eplus_control/controller_house_15_3_thermostat_controller_cooling_setpoint	72.65139708774255
1500000000000	eplus_control/controller_house_15_4_thermostat_controller_cooling_setpoint	71.55083722927768
1500000000000	eplus_control/controller_house_15_5_thermostat_controller_cooling_setpoint	71.14532009157965
1500000000000	eplus_control/controller_house_15_6_thermostat_controller_cooling_setpoint	72.34965210977192
1500000000000	eplus_control/controller_house_15_7_thermostat_controller_cooling_setpoint	71.93976450274897
1500000000000	eplus_control/controller_house_15_8_thermostat_controller_cooling_setpoint	72.07529725436105
1500000000000	eplus_control/controller_house_15_9_thermostat_controller_cooling_setpoint	72.54048745598082
1500000000000	eplus_control/controller_house_15_10_thermostat_controller_cooling_setpoint	71.8822886431202
